레시피_아이디,조회수,레시피_메인이미지,유저_아이디,제목,등록일,수정일,요약,인원수,소요시간,난이도
6865688,38233,https://recipe1.ezmember.co.kr/cache/recipe/2017/02/22/aa6da36d600afa40a31f62e4bad67c2d1.jpg,mjj5984,골뱅이무침 만들기,,2017-02-22,"매콤한 술안주로 딱인 골뱅이무침
야채와 골뱅이넣고 매콤한양념으로 조물조물~하면 끝!!
소면까지 넣어주면 든든하게 배도 채울수있다죠~",2인분,15분 이내,아무나
6865689,24610,https://recipe1.ezmember.co.kr/cache/recipe/2017/02/22/8a970d19f90b3113a9c0207fd091a3741.jpg,27602676,차돌박이 된장찌개 밥두그릇은 기본,2017-02-22,2017-02-22,"저번주에 차돌박이 사다가 된장찌개 끓여먹엇는데 
너무 맛잇어서 이번주에도 또 만들어 봣어요 ㅎ

백종원레시피로 햇는데 역쉬나~! 
실패없는 레!시!피! 

요리도 귀찮고 밥먹기도 귀찮은 요즘 
이거 하나로 밥 두그릇 뚝딱 한답니다 ㅎㅎ",4인분,30분 이내,아무나
6865692,163824,https://recipe1.ezmember.co.kr/cache/recipe/2017/02/22/9027213bfeefb14f0ca7893e28060b291.jpg,minimini0107,깻잎순나물볶음 만드는 법 : 향긋하고 고소한 맛에 반했어요!,2017-02-22,2017-02-22,"나물의 계절, 봄이 돌아오고 있어요!
그래서 오늘은 여린 깻잎순을 이용해 깻잎순 나물볶음을 한 번 만들어 봤는데요.
향긋하고 고소한 그 맛이 어찌나 좋은지!

한 입 맛 보고는 완전 반해버렸어요 :)",1인분,15분 이내,초급
6865727,96791,https://recipe1.ezmember.co.kr/cache/recipe/2017/02/22/b2aeaa190b8b2251e76162bef70371b71.jpg,hyuna9595,"김치 스팸주먹밥 만드는 법, 아이 도시락 메뉴로 최고에요 :",2017-02-22,2017-02-22,"봄이 다가오는데 도시락 싸서 꽃놀이 가고싶으시죠?
김치와 스팸의 환상 조합으로 간단하게 주먹밥 싸서 우리모두 나들이가요 ♪",1인분,15분 이내,아무나
6865728,34454,https://recipe1.ezmember.co.kr/cache/recipe/2017/02/22/c6fc589dab30f52814a6e971cb9b7fc31.jpg,hyuna9595,"나물 요리, 배추나물 무침 만드는 법",2017-02-22,2017-02-22,냉장고에 남는 배추로 쉽고 간단하게 만드는 나물요리랍니다.,2인분,5분 이내,아무나
6865730,196280,https://recipe1.ezmember.co.kr/cache/recipe/2017/02/23/5438e351bae6a408471313dcda52a6861.jpg,dbfld86,잔치국수 황금레시피♬ 비법은 양념장과 고명김치양념!,2017-02-23,2017-02-23,"​주말인오늘 날씨는 화창한데

미세먼지로 가득~한 날씨때문에 집안에서 하루종일 꽁꽁이 했어요

사실 면요리는 그닥~ 좋아하지 않는데

오늘따라 침샘고이게 면이 땡겨서 

한번 만들어봤답니다

이유식먹는 아기랑 함께 먹으려고 비빔국수 대신 선택한

잔치국수!!

황금레시피로 자세히 알려드릴께요!!",2인분,15분 이내,아무나
6865734,100536,https://recipe1.ezmember.co.kr/cache/recipe/2017/02/23/de77a85a4fc0804ad309f3b420d10aa81.jpg,kstencil,#해장국과 순대국에 어울리는 양념장만들기 #일명 다대기!!! 매콤한 다대기 쉽고 간단하게 만들기!!,2017-02-23,2017-02-28,#해장국과 순대국에 어울리는 양념장만들기 #일명 다대기~~ 만들이지요. 매콤한 다대기~~ 쉽고 간단하게 만들기!! 곰탕국물에 수육과 순대를 넣고 끓여서 다시금 만든 새로운 순대국과 양념장도 만들었지요. 흔히 말하는 다대기입니다. 다대기를 넣어서 먹으면 매콤한 맛이 나는 순대국으로 변신하지요.,3인분,30분 이내,초급
6865737,92054,https://recipe1.ezmember.co.kr/cache/recipe/2017/02/23/c9a589caaf45fc22d5bbd0a3fd0aff6a1.jpg,27854893,남은 참치캔 발견! 간단한 아이 반찬 만들어 보자! < 야채 참치 볶음 >,2017-02-23,2017-02-23,"제가 어렸을 적 엄마가 자주 해 주신 도시락 반찬이에요. 그냥 참치만 드시는 것보다 훨씬 맛도 좋고, 채소와 함께 영양도 챙길수 있는 반찬입니다. 참치의 단백함과 소스의 짭조름한 맛이 아주 맛있답니다. ^_^",4인분,15분 이내,아무나
6865741,101477,https://recipe1.ezmember.co.kr/cache/recipe/2017/02/23/5b339d2ab91e75b89722814c1cd1d2181.jpg,dksmf2626,"백종원 닭갈비 황금레시피 만드는 법,닭갈비소스",,2017-02-23,사놓았던 닭가슴살을 가지고 살찌게 요리해 봤어요.,3인분,60분 이내,아무나
6865750,180958,https://recipe1.ezmember.co.kr/cache/recipe/2017/02/23/4068a2caa3b0d8ebad16a40172fbea3a1.jpg,33006056,"콩나물, 이제 데치지 마세요 ~ 훨씬 간편하고 맛있는 볶은 콩나물",2017-02-23,2018-11-29,아주 예전부터 전 콩나물 데친 물이 참 아까웠어요. 불순물을 빼줘야 한다거나 불필요한 맛을 없애줘야 하는 것도 아닌데 말이죠. 그래서 그걸로 오징어국도 끓여먹고 찌개도 끓여봤지만 왠지 콩나물무침 자체에선 맛있는 물이 빠져있는 느낌? 그래서 언젠가부터 볶아먹기 시작했어요. 고정관념을 깨는 볶은 콩나물입니다.,4인분,10분 이내,초급
6865755,157630,https://recipe1.ezmember.co.kr/cache/recipe/2017/02/23/6444c89bc66bb3645a68e88c5fed1ab71.jpg,gdubu33,명란 하나면 소스재료는 끝! 초간단 명란파스타!,2017-02-23,2018-11-22,"명란 하나만 있어도 꿀맛 보장!!
초간단 명란 파스타로 오늘 저녁 고고싱♥",1인분,30분 이내,아무나
6865762,60253,https://recipe1.ezmember.co.kr/cache/recipe/2017/02/23/eeecd8d3223714f04d0b82154fd849b01.jpg,44469190,먹기 아까울 정도로 귀여운 '문어 주먹밥' 만들기,2017-02-23,2017-03-02,"http://blog.naver.com/chez_sophie

비엔나 소세지로 귀여운 주먹밥을 만들어보아요~",2인분,30분 이내,초급
6865770,63388,https://recipe1.ezmember.co.kr/cache/recipe/2017/02/23/de7b34ea48e3e3f71a7f27ce10b80c761.jpg,98924365,콩나물국 본연의 맛 그대로~,2017-02-23,2017-05-25,간단하고 쉽게 끓이는 콩나물 국 엄마의 손맛을 느끼는 콩나물 국 칼칼하고 개운하게 끓이기~,4인분,30분 이내,아무나
6865791,320282,https://recipe1.ezmember.co.kr/cache/recipe/2017/02/23/a77d9a905729fcf9d7a48c7a8e5d5c141.jpg,96708380,완전쉬운 양념치킨 소스만들기+치킨너겟,2017-02-23,2017-02-23,양념 치킨너겟!,2인분,15분 이내,아무나
6865801,100467,https://recipe1.ezmember.co.kr/cache/recipe/2017/02/23/41240dd76cecaf6d72779b76bd6588aa1.jpg,98378734,꼬들꼬들~~무말랭이 무침,2017-02-23,2017-02-23,"무 한박스 사와서
몇개는 요래~ 무말랭이를 만들어 두고
가끔 꺼내 
무말랭이 무침으로 만들어 먹으니 
밑반찬으로 참 좋습니다.",4인분,30분 이내,아무나
6865809,93203,https://recipe1.ezmember.co.kr/cache/recipe/2017/02/24/ac42781601bb5b8dfb60d6fed5e2e8601.jpg,gdubu33,초초초초초간단 주먹밥이 왔어요! 단무지주먹밥,2017-02-24,2017-10-27,"김밥 말고 남은 단무지.. 요렇게 처리해보세요!
초초초초간단 꿀맛 주먹밥이 요기잇넹?

세상의 모든 레시피 만개의레시피",1인분,10분 이내,아무나
6865819,47913,https://recipe1.ezmember.co.kr/cache/recipe/2017/02/24/2d2a5446bf337b50094b19e08554a26b1.jpg,62299079,섬유질이 풍부한 무청 시래기 볶음,2017-02-24,2022-04-05,"무청은 비타민 AC가 많이 함유되어있고
칼슘 나트륨 등의 미네랄이 풍부하고
섬유질도 풍부하여 변비에도 좋으죵",3인분,10분 이내,아무나
6865825,95711,https://recipe1.ezmember.co.kr/cache/recipe/2017/02/24/fcc4bab944ddfd41add0fe955f05a19b1.jpg,bboeonni12,"집밥백선생 레시피, 백종원 팽이버섯구이 맥주안주로 좋아요 ♬",,2017-02-24,"집밥백선생2에 나왔던 팽이버섯구이!

티비 보면서 나중에 야식으로 오빠랑 맥주 한잔
먹을 때 해먹으면 좋겠다라고 생각했었는데요~!

야근으로 힘들었던 하루 마무리를 맥주로 시원하게 하자며
오빠랑 팽이버섯구이에 맥주한잔 먹었답니다",2인분,5분 이내,아무나
6865888,172545,https://recipe1.ezmember.co.kr/cache/recipe/2017/02/25/e4522d09c0d57501bbfe9d2a3eb366801.jpg,jiyu1020,고등어 조림,2017-02-25,2017-02-28,매콤한 고등어 조림 만드는 방법 공유할게요,3인분,30분 이내,아무나
6865907,52986,https://recipe1.ezmember.co.kr/cache/recipe/2017/02/25/4c55e3ea09c82ac4b9196a95531163361.jpg,38704968,"닭날개 간장조림, 아이들이 좋아하는 저녁메뉴 추천",2017-02-26,2017-09-10,"간장소스와 설탕이 들어가
짭조름하면서도 달콤한 양념의 맛이
바삭바삭하게 잘 구워진 날개와 만나니
손이 멈추지 않고 계속 가네요.",2인분,60분 이내,중급
6865941,60422,https://recipe1.ezmember.co.kr/cache/recipe/2017/02/27/b81c774faf39bcb5ead1845c6506450a1.jpg,gdubu33,밥 한그릇 순간삭제! 만능양념 돼지고기 약고추장★,2017-02-27,2017-10-27,"입맛 없을때 밥에 쓱쓱 비벼먹으면 환상♡
너만 있다면 다른 반찬 다 필요없어!!@.@
세상의 모든 레시피 만개의레시피",6인분 이상,30분 이내,아무나
6865946,394342,https://recipe1.ezmember.co.kr/cache/recipe/2017/02/27/59ccdce3c03388a25dfd16e8f44e44491.jpg,dksmf2626,"토마토 스파게티만들기,토마토 스파게티 만드는 법",,2017-02-27,"집에 스파게티면,시판스파게티소스가 있기에~

후다닥 마트가서 양송이 버섯과,베이컨만 사와서 스파게티를 만들어 보았어요^^",2인분,30분 이내,아무나
6865947,231374,https://recipe1.ezmember.co.kr/cache/recipe/2017/02/27/cdc183570e104c7f30c2053daa2c8e191.jpg,qkrdmsdld1,두부덮밥 만드는 법 마파두부가 아닌 간장소스로 ~,2017-02-27,2017-02-27,,2인분,30분 이내,아무나
6865948,39104,https://recipe1.ezmember.co.kr/cache/recipe/2017/02/27/9e128fd25a78e679d745d680b2c42e3b1.jpg,qkrdmsdld1,호박새우젓볶음 만들기,2017-02-27,2017-02-27,,4인분,15분 이내,아무나
6865950,76324,https://recipe1.ezmember.co.kr/cache/recipe/2017/02/27/53307b2bc9cef342f95bb461bf5b2a191.jpg,mint990608,치즈오븐 토마토 스파게티,2017-02-27,2020-09-22,다들 토마토 스파게티 좋아하시나요? 전 엄청엄청 좋아해요 특히 이렇게 치즈 듬뿍 올려 오븐에서 구워진거!! 한달에 최소 한 두번은 만들어 먹는 레시피에요. 이탈리아 나폴리 지역에서 처음 만들어진 토마토 스파게티. 이탈리아엔 왜 이렇게 맛있는 음식이 많나요.. 여행 꼭 가봐야겠어요ㅠ ^0^,2인분,30분 이내,아무나
6865964,31780,https://recipe1.ezmember.co.kr/cache/recipe/2017/02/27/93ffcc4bcad0854a7f509b34a518fa231.jpg,qkrdmsdld1,김치오뎅찌개 끓이기,2017-02-27,2017-02-27,,4인분,30분 이내,아무나
6865965,48444,https://recipe1.ezmember.co.kr/cache/recipe/2017/02/08/73ed1636d464f1df5487fa3a80bbc5bd1.jpg,29484037,파절이 파무침 # 돼지고기 삼겹살 찰떡궁합,2017-02-27,2017-02-27,삼겹살 살 때 덤으로 주시는 파절이 고춧가루 넣어서 매콤하게 만들어 먹어보아요.,2인분,5분 이내,아무나
6865986,35270,https://recipe1.ezmember.co.kr/cache/recipe/2017/02/27/031b03b7c1e7e6b9e39dc6b0419a02a11.jpg,jiyu1020,새싹육회비빔밥,2017-02-27,2017-02-27,,,,
6866029,40929,https://recipe1.ezmember.co.kr/cache/recipe/2017/02/28/03ea22031d400a35daaedb95aa9a5f961.jpg,gdubu33,아삭아삭♪ 소리까지 상큼한 콜라비 생채☆,2017-02-28,2017-10-27,"콜라비는 식이섬유, 비타민 부자♥
영양만점에 상큼 팡팡! 정말 대다내~~ 
세상의 모든 레시피 만개의레시피",4인분,30분 이내,초급
6866044,135130,https://recipe1.ezmember.co.kr/cache/recipe/2017/02/28/6097d8aa2f4feddb6374fb40bb37798c1.jpg,minimini0107,돼지고기 고추장찌개 황금레시피 칼칼한 맛이 예술인데 ~,2017-02-28,2017-02-28,"오늘 저녁은 신랑이 칼칼한 찌개가 먹고 싶다고 해
오래간만에 백종원 레시피로 돼지고기 고추장찌개를 만들어봤어요.",2인분,15분 이내,초급
6866055,47098,https://recipe1.ezmember.co.kr/cache/recipe/2017/02/28/195eb37f09446a2f075593a36344b0ae1.jpg,yammoo,[간단 자취요리] 진짜 존맛b 전자렌지 마늘빵 만들기,2017-02-28,2017-02-28,"오늘은 간단한 간식인 전자렌지 마늘빵을 만들어봤어요!
보통 마늘빵은 빵집에서 사드실텐데요~

개인적으로 마늘빵 만큼은 빵집보다 집에서 만드는게
더 맛있다고 자부합니다..( 먹어본 많은 지인들도 공감함 )

그래서 오늘은 빵집보다 더 맛있고, 재료도 간단 방법도 초 간단한
전자렌지 마늘빵 만들기를 알려드릴게요 :D",2인분,30분 이내,아무나
6866058,55370,https://recipe1.ezmember.co.kr/cache/recipe/2017/02/28/0a242f5150d9756452f6d18a4d69e5331.jpg,yammoo,[간단 자취요리] 밥도둑 스팸찌개 + 비법가루 = 게임 끝 / 스팸찌개 만들기,2017-02-28,2017-02-28,"오늘은 밥도둑 스팸찌개를 알려드릴게요 :)
별다른 육수 없이 맛있는 찌개를 끓일 수 있어요

비법가루는 바로 카레인데요~
카레가루가 육수가 없어서 2% 부족할 수 있는 맛을 채워줍니다. 
굉장히 예민한 사람이 아니라면 카레가 들어간 것도 모를거예요ㅎㅎ

*막간공지* 제가 지금까지 멸치육수를 사용한적이 없는데요..
요리를 하시는 분들은 아시겠지만 한식에서 찌개나 국 요리에는
멸치육수는 기본중에 기본이죠!
지금까지는 이것저것으로 육수를 대체했는데요~ 
이제 구독자님들도 요리 레벨업을 조금 하셨을 것 같아서 앞으로는 국물요리에 멸치를 슬슬 사용해볼 생각입니다!

그렇다고 다 들어가는 건 아니고 제가 생각했을 때 
꼭 필요한 곳에만 넣겠습니다 :) 
더 어려워지고 이런거 절대절대!! 없으니까 저만 믿으세요 ㅎㅎ
얌무채널은 항상 쉬운요리, 간단한요리, 맛있는 요리를 지향합니다!",2인분,30분 이내,초급
6866059,49078,https://recipe1.ezmember.co.kr/cache/recipe/2017/02/28/8b0a0d5ee57e9152052ae7c64aca70c51.jpg,jun8707,옥수수피자 - 초간단 맥주안주,2017-02-28,2020-09-29,간단하게 만들수 있는 레시피,2인분,15분 이내,아무나
6866075,42516,https://recipe1.ezmember.co.kr/cache/recipe/2017/03/01/b42e871fd202078df7355253c58639bd1.jpg,rkduddk00,소고기 듬뿍 넣은 약고추장으로 봄철 입맛 살리기!,2017-03-01,2017-03-01,"3월의 첫날 봄을 맞아 집에 꽃이라도 한송이 나둬야 할 것 같아요 식탁에도 싱그러운 새싹비빔밥을 올려봤어요 
비빔밥은 고추장 양념이 포인트! 입맛 살리는 소고기 약고추장을 만들어 봤어요",2인분,30분 이내,초급
6866095,141083,https://recipe1.ezmember.co.kr/cache/recipe/2017/02/28/4363482c8e14e5b1bdcf9d0d48c7853e1.jpg,98587162,"된장찌개, 고추장 넣어 더욱 맛있는 된장찌개",2017-03-01,2017-02-28,밥숟가락 계량 입니다.,2인분,30분 이내,초급
6866098,39818,https://recipe1.ezmember.co.kr/cache/recipe/2017/03/01/83a30e17c12a28176df4cbadadab7e551.jpg,0807twins,매일 반찬 한 가지....건새우볶음,2017-03-01,2017-03-03,건새우로 볶음 반찬 한가지 했습니다. 늘 멸치볶음만 하다가 냉동실 깊숙하게 들어 있는 건새우를 꺼내 볶아 놓으니 멸치볶음보다 잘먹어 다 먹고 나면 다시 한번 더 볶아야 할것 같습니다.,4인분,30분 이내,아무나
6866122,143030,https://recipe1.ezmember.co.kr/cache/recipe/2017/03/02/0be911fa88df72b74cf79b29e1ef38711.jpg,omycook,봄동 된장무침,2017-03-02,2017-03-02,"김장김치가 조금 물릴때쯤 집에서 자주 해먹는 음식중 하나입니다.
봄동은 가격도 저렴하고 금방 무쳐놓으면 젖가락이 자주 가는 반찬이지요^^
만드는 방법도 간단하니 금방 만들어 식탁에 올려보세요~~",6인분 이상,15분 이내,아무나
6866123,161467,https://recipe1.ezmember.co.kr/cache/recipe/2017/03/02/a0194a3f95edc5ae542404570b49fbfc1.jpg,dksmf2626,[순두부요리]맑은 순두부국 만드는 법,,2017-03-02,오늘은 순두부를 가지고 맑게 끓여내서 어른아이 할거 없이 편안하게 드실수 있는 순두부국을 만들어 보았어요.,2인분,30분 이내,아무나
6866147,110841,https://recipe1.ezmember.co.kr/cache/recipe/2017/03/02/65b6f4ab3e3004e83317e38ec3bcb6741.jpg,98924365,비엔나소시지 볶음 / 쏘야볶음,2017-03-02,2017-03-02,비엔나소시지 야채볶음은 시원한 맥주안주나 반찬으로도 좋은 매콤 소시지 야채볶음~,1인분,10분 이내,아무나
6866186,40545,https://recipe1.ezmember.co.kr/cache/recipe/2017/01/10/83c972c34c17af49216436f2cbf9942c1.jpg,hwa202,돼지불고기! (돼지고기 요리),2017-03-03,2017-03-03,"""고기가 좋아요""라고 외치는 두 녀석들을 위해
전날 밤에 미리 재워 냉장고에 넣어뒀다가 아침부터 식탁 위에 고기 요리가 올라오는 저희 집 식탁!
맛있는 돼지불고기 덕에 밥 한 공기는 그 자리에서 뚝딱해치워요.",4인분,120분 이내,아무나
6866190,318542,https://recipe1.ezmember.co.kr/cache/recipe/2017/03/03/1940fd5d83faa2bfc062b218cfa751371.jpg,bboeonni12,"미역초무침 황금레시피, 새콤달콤하게 저녁반찬 만들어먹어요 ♬",,2017-03-03,"몇일 전 소고기를 넣은 미역국에 도전해보았다가
미역이 정말 맛있더라구요~

저녁 밑반찬으로 어떤걸 해먹을까 고민하다가
새콤달콤한 미역초무침을 해먹으면 어떨까~
생각해서 한 번 만들어보았어요 ♬",2인분,5분 이내,아무나
